word,count
finds,3
avenged,3
mess,3
hath,3
fishing,3
duties,3
spot,3
luscious,3
laestrygonian,3
‘in,3
liberty,3
‘how,3
counted,3
wings,3
sickness,3
glaring,3
spent,3
despair,3
fortunate,3
phantom,3
wondered,3
bedding,3
tightly,3
pits,3
knowledge,3
keepsake,3
skins,3
coined,3
roaring,3
flayed,3
83,3
continual,3
readily,3
guile,3
awoke,3
girt,3
bliss,3
nectar,3
laestrygonians,3
pandareus,3
recover,3
jealous,3
personal,3
undone,3
pains,3
fallow,3
nature,3
supported,3
astride,3
staircase,3
ills,3
wheeled,3
lamented,3
awake,3
breakfast,3
boldness,3
addition,3
trick,3
wandered,3
fling,3
aft,3
quality,3
darling,3
1898,3
hussies,3
awful,3
invited,3
played,3
erebus,3
starting,3
elpenor,3
—,3
tambour,3
wife’s,3
aged,3
frame,3
enormous,3
everywhere,3
gathering,3
helmsman,3
belonging,3
sprinkled,3
gibing,3
grounds,3
burst,3
grave,3
special,3
burn,3
ours,3
performed,3
strap,3
bolt,3
pulled,3
declare,3
threatened,3
interpretation,3
oldest,3
grudge,3
speechless,3
restrain,3
aeolian,3
spilt,3
wait—for,3
foes,3
farms,3
token,3
bristles,3
winnowing,3
worst,3
longest,3
explains,3
idle,3
vanished,3
“men,3
thundered,3
“daughter,3
astounded,3
rocky,3
‘circe,3
bold,3
clasped,3
vainly,3
lifting,3
raid,3
troubled,3
sore,3
stitches,3
refrain,3
rob,3
sorely,3
pisenor,3
ilius,3
zeus,3
unrecorded—till,3
pins,3
thongs,3
suppers,3
bullock’s,3
moons,3
waning,3
devouring,3
sister,3
rang,3
malea,3
hovered,3
receive,3
plausible,3
unpick,3
lighted,3
καὶ,3
leiodes,3
1900,3
sulphur,3
undertake,3
“first,3
damages,3
clasp,3
lame,3
correct,3
consequence,3
stir,3
lemnos,3
hang,3
magician,3
unloose,3
behold,3
admire,3
wisest,3
wrap,3
dining,3
“see,3
capitals,3
compete,3
sheltered,3
accept,3
arrangement,3
remarks,3
flow,3
workman,3
africa,3
loving,3
phorcys,3
fortress,3
throws,3
reading,3
bks,3
instructions,3
laying,3
sponges,3
spinning,3
raging,3
aldermen,3
stopped,3
ravaged,3
big,3
dirt,3
singular,3
anointing,3
salute,3
italy,3
mentes,3
bless,3
“farewell,3
wakes,3
72,3
leto,3
exquisite,3
miss,3
missed,3
studied,3
gather,3
episode,3
“hush,3
suspicious,3
scold,3
proved,3
husbands,3
measure,3
153,3
watered,3
kindness,3
hook,3
contrive,3
wearing,3
bondsmen,3
propose,3
assistance,3
empty,3
wayfarer,3
hitherto,3
practice,3
pontonous,3
protector,3
robertson,3
speaker,3
echeneus,3
thanks,3
delicious,3
sicel,3
flowers,3
forbid,3
giants,3
descend,3
challenge,3
ceasing,3
reviled,3
authoress”,3
detained,3
source,3
temple,3
jumping,3
184,3
cables,3
folk,3
races,3
using,3
athletic,3
owing,3
proceed,3
noticed,3
lays,3
uncovered,3
view,3
affect,3
editions,3
apeira,3
dearly,3
57,3
remarkable,3
striking,3
gasping,3
perceived,3
impatient,3
furiously,3
nearest,3
gr,3
strode,3
“is,3
changing,3
boiling,3
wheel,3
blows,3
simply,3
trace,3
spirited,3
liquor,3
overboard,3
heir,3
mound,3
ivy,3
willed,3
streams,3
displeasure,3
climbed,3
autumn,3
lots,3
misconducted,3
ino,3
club,3
follows,3
angrily,3
eyebrows,3
roots,3
eighteenth,3
fashion,3
mettle,3
smart,3
heeded,3
realise,3
onwards,3
164,3
sides,3
twice,3
quaked,3
81,3
punished,3
celebrate,3
timbers,3
stringing,3
crafty,3
prevail,3
underneath,3
type,3
fenced,3
fraud,3
sheets,3
fifth,3
shrift,3
shouting,3
skilfully,3
chieftain,3
gull,3
mistake,3
175,3
savages,3
sunrise,3
currents,3
woods,3
thicket,3
scott,3
devour,3
offended,3
crept,3
shoots,3
liddell,3
76,3
pierce,3
saturation,3
170,3
winter,3
75,3
eumaeus’s,3
memories,3
group,3
lawless,3
draws,3
orderly,3
carver,3
folding,3
bosom,3
escorts,3
mothers,3
continent,3
rushes,3
adopted,3
swimming,3
copies,3
monstrous,3
neighbourhood,3
swell,3
steal,3
pens,3
copper,3
cheeses,3
b,3
spared,3
c,3
anchialus,3
beaten,3
scene,3
climb,3
lift,3
dash,3
breeds,3
clung,3
bidding,3
exploit,3
arches,3
bleating,3
dealing,3
current,3
claim,3
clouded,3
apple,3
asphodel,3
chopping,3
marries,3
cauldrons,3
author,3
enjoyed,3
marettimo,3
108,3
“bring,3
reality,3
be—that,3
“heaven,3
1897,3
echetus,3
equitable,3
recall,3
knocked,3
literally,3
brushwood,3
nisus,3
proves,3
lofty,3
spacious,3
detest,3
miles,3
obliged,3
avoided,3
bleeding,3
throat,3
delight,3
seethed,3
knock,3
boar’s,3
forehead,3
apparently,3
pierced,3
fleeces,3
concealed,3
searching,3
sprinkling,3
private,3
conveyed,3
giver,3
chooses,3
robe,3
hindering,3
search,3
103,3
affairs,3
hatching,3
fleetest,3
wrist,3
shocked,3
friendship,3
brooch,3
“these,3
melampus,3
xxi,3
exile,3
forgotten,3
lesbos,3
dell,3
struggling,3
“are,3
guiltless,3
translated,3
guardian,3
peer,3
vouchsafes,3
polished,3
singularly,3
bags,3
valuable,3
leathern,3
information,3
soot,3
soiled,3
removing,3
fruitless,3
43,3
jutting,3
hiding,3
ordered,3
thy,3
“o,3
absent,3
wealthy,3
ropes,3
compass,3
145,3
scowled,3
usually,3
uneasy,3
vouchsafed,3
sheds,3
shook,3
belief,3
37,3
bride,3
suitors’,3
consent,3
warrior,3
base,3
brooded,3
swaggering,3
insulting,3
cretans,3
sidonians,3
crest,3
20,3
undressed,3
30,3
lineage,3
carpenter,3
naturally,3
“look,3
misfortune,3
gleam,3
shamefaced,3
sped,3
overheard,3
situation,3
garment,3
phoenicia,3
forestays,3
meets,3
infant,3
vantage,3
ortilochus,3
42,3
diocles,3
pherae,3
necks,3
loth,3
140,3
messina,3
64,3
insult,3
packed,3
nodded,3
insisted,3
114,3
curious,3
148,3
interesting,3
scouts,3
notion,3
grandson,3
counsellor,3
introduced,3
“would,3
shape,3
nestor’s,3
polyctor,3
sheepskins,3
“who,3
rug,3
epeans,3
phoenicians,3
“call,3
baths,3
doughty,3
nobody,3
javelin,3
delicate,3
fairly,3
tracks,3
unjust,3
fence,3
vast,3
reads,3
treachery,3
ruler,3
136,3
bark,3
seduced,3
exceptionally,3
tight,3
authority,3
concealment,3
grimthorpe,3
errand,3
feeling,3
fingers,3
temples,3
melantho,3
liking,3
132,3
emendation,3
pack,3
&,3
arm,3
gilding,3
achilles’,3
liver,3
lower,3
proteus,3
myrmidons,3
pirates,3
stricken,3
syra,3
asinelli,3
tongues,3
guided,3
heavier,3
delectable,3
vii,3
obeyed,3
desert,3
overhanging,3
congratulate,3
pisander,3
dangerous,3
clytemnestra,3
tricks,3
scared,3
entreat,3
138,3
mariners,3
doves,3
hell,3
tower,3
herdsmen,3
24,2
reproach,2
vaunt,2
poet,2
reveals,2
stubble,2
chided,2
straw,2
planted,2
accompanied,2
lend,2
aid,2
fires,2
“‘stay,2
merchandise,2
cord,2
scolding,2
bands,2
beached,2
countless,2
deserve,2
afternoon,2
overtake,2
amphiaraus,2
ploughing,2
aegyptus,2
conceived,2
descent,2
ceased,2
hardest,2
rowed,2
puzzles,2
games,2
shaft,2
modern,2
steersmen,2
flocked,2
stouter,2
communities,2
flames,2
disobeyed,2
foolishly,2
65,2
devices,2
wisdom,2
oarsmen,2
78,2
poems,2
173,2
disturbed,2
contended,2
pained,2
breed,2
identical,2
taphian,2
rolling,2
demoptolemus,2
acquaintance,2
caring,2
headlines,2
value,2
pantellaria,2
tityus,2
cape,2
gaia,2
greeks,2
pillar,2
cretan,2
necklace,2
students,2
166,2
humbly,2
workmanship,2
conferred,2
building,2
rightly,2
sighing,2
destroyed,2
british,2
nearing,2
glared,2
vitals,2
museum,2
entrails,2
marrow,2
safety,2
supped,2
“alcinous,2
singed,2
kicked,2
perceive,2
beads,2
61,2
manure,2
sows,2
furthest,2
barking,2
arranged,2
intention,2
bloom,2
monster’s,2
swine,2
strewed,2
ducts,2
dung,2
dove,2
management,2
preceding,2
ornaments,2
university,2
january,2
banqueting,2
cambridge,2
puppies,2
spitted,2
gripped,2
offices,2
1000,2
insatiable,2
chattels,2
“pray,2
sacking,2
contentions,2
noose,2
endured,2
172,2
importunate,2
ismarus,2
attendance,2
straps,2
comparison,2
familiar,2
freely,2
fore,2
clytius,2
therefore—and,2
probability,2
be—if,2
168,2
“pontonous,2
instantly,2
pitiless,2
demonstrably,2
brass,2
sacrificial,2
rolled,2
interest,2
fearfully,2
separate,2
presumably,2
offers,2
wantonness,2
owner,2
lively,2
feasts,2
whey,2
exit,2
excuses,2
declares,2
lipari,2
diverted,2
“wake,2
bye,2
occupies,2
kissing,2
179,2
boxer,2
encircling,2
behave,2
xvi,2
baggage,2
seriously,2
begotten,2
peloponnese,2
130,2
calves,2
“those,2
131,2
cobwebs,2
credit,2
69,2
thirds,2
require,2
soldiers,2
height,2
menelaus’s,2
oxhide,2
removed,2
apology,2
talent,2
thirteen,2
furrow,2
ring,2
jumped,2
enchanting,2
purify,2
clothed,2
graces,2
67,2
tempts,2
painful,2
178,2
carve,2
conceal,2
subject,2
list,2
butler’s,2
hand—an,2
adorned,2
busied,2
cleitus,2
polypheides,2
vigour,2
whining,2
lookers,2
176,2
“could,2
partly,2
moderation,2
smithy,2
rushing,2
quailed,2
68,2
assemblies,2
determine,2
established,2
mantius,2
athletes,2
oicleus,2
date,2
recent,2
greatest,2
flattering,2
goose,2
dragging,2
“at,2
181,2
footnotes,2
loves,2
trip,2
habit,2
astonishment,2
mourning,2
frequent,2
extremely,2
nest,2
numberless,2
prophesied,2
moment’s,2
uttered,2
captains,2
dart,2
cleansed,2
sawn,2
139,2
crouching,2
tilled,2
amount,2
chieftains,2
wholly,2
hosts,2
pytho,2
“poor,2
ointments,2
buffeted,2
—for,2
minor,2
attacks,2
cared,2
withdraw,2
sighs,2
heaving,2
argue,2
ctimene,2
advantageous,2
victorious,2
174,2
134,2
135,2
consists,2
contains,2
66,2
me—i,2
subtlety,2
malice,2
drift,2
crowds,2
peopled,2
admit,2
dodona,2
briefly,2
battered,2
threat,2
thickly,2
74,2
gift,2
god’s,2
escorted,2
scenes,2
hopes,2
publish,2
snatch,2
aretias,2
filth,2
faces,2
outcast,2
grants,2
everyone,2
certainty,2
joint,2
mesaulius,2
elatreus,2
continues,2
prays,2
amphialus,2
reduced,2
clytoneus,2
prompted,2
elbow,2
sallied,2
blaze,2
introduction,2
betters,2
exception,2
accurately,2
epeus,2
bespattered,2
warning,2
earnest,2
swineherds,2
wrestlers,2
“happy,2
xiv,2
fishermen,2
runners,2
demodocus’s,2
anon,2
146,2
slaughtered,2
precipice,2
enraged,2
published,2
73,2
huddled,2
aright,2
accustomed,2
71,2
peirithous,2
daylight,2
fewer,2
behaved,2
lampetie,2
enthroned,2
attacked,2
grieves,2
sunlight,2
92,2
magistrate,2
considering,2
smite,2
crosspiece,2
blindness,2
match,2
102,2
illness,2
fasten,2
ebb,2
90,2
fix,2
shovel,2
cuts,2
sooner,2
listens,2
wiser,2
oppressed,2
brilliant,2
bend,2
grazing,2
handled,2
wooed,2
“euryclea,2
mate,2
devil,2
orchomenus,2
iasus,2
feelings,2
leg,2
haunted,2
avenging,2
piled,2
epicaste,2
amphitryon,2
zethus,2
amphion,2
upland,2
pelias,2
walk,2
bone,2
94,2
cretheus,2
nay,2
glistened,2
ripped,2
euryclea’s,2
forewarn,2
resounded,2
‘this,2
perfect,2
region,2
panting,2
shun,2
88,2
lords,2
hint,2
herd,2
stars,2
shifted,2
tumbled,2
laugh,2
105,2
fastening,2
omened,2
hungry,2
afield,2
bending,2
ewe,2
pyre,2
hollow,2
pour,2
enamoured,2
tournament,2
ornament,2
cubit,2
catches,2
perimedes,2
translating,2
possessed,2
disturbance,2
mash,2
notes,2
trough,2
suck,2
155,2
whirling,2
ὀρσοθύρα,2
drunkenness,2
quicker,2
distinguished,2
rafter,2
feckless,2
unburied,2
unwaked,2
carcasses,2
flay,2
exquisitely,2
screaming,2
flitted,2
smirched,2
89,2
trooping,2
ox’s,2
iphicles,2
gibe,2
sink,2
happily,2
sweat,2
bare,2
helen’s,2
hated,2
repeat,2
wondrous,2
print,2
crime,2
abominable,2
belt,2
melted,2
marvellous,2
guilt,2
principles,2
boyhood,2
fain,2
whereby,2
slipped,2
pondering,2
priam’s,2
combat,2
engagement,2
general,2
overflow,2
cunningly,2
pointing,2
96,2
hug,2
roll,2
urging,2
cheek,2
concerning,2
wipe,2
leaders,2
thetis,2
gained,2
‘sweethearts,2
forgive,2
handsomest,2
97,2
‘of,2
“‘i,2
soldier,2
fold,2
beasts,2
digging,2
daring,2
152,2
deucalion,2
“hold,2
poetry,2
difficult,2
claiming,2
supports,2
recognises,2
cairn,2
slain,2
slaughter,2
braziers,2
rows,2
shady,2
enthralled,2
babble,2
sold,2
sixty,2
bacchus,2
wishing,2
shot,2
chin,2
confirm,2
ossa,2
consideration,2
contemptuously,2
meals,2
praise,2
citadel,2
castor,2
lain,2
oracles,2
prison,2
95,2
towns,2
phylace,2
niggardly,2
fitting,2
gibes,2
style,2
miserably,2
lined,2
“‘ulysses,2
stealing,2
“while,2
interviews,2
female,2
listening,2
remove,2
sweetness,2
convulsively,2
99,2
persuaded,2
stories,2
lash,2
hunched,2
rope’s,2
observed,2
154,2
fuller,2
eurybates,2
familiarity,2
whirlwinds,2
freighted,2
gainsay,2
seasons,2
goodness,2
minstrel,2
contend,2
happening,2
crimson,2
162,2
craft,2
147,2
tales,2
righteously,2
equal,2
await,2
163,2
lard,2
leap,2
delivered,2
stature,2
‘alas,2
groaned,2
heaved,2
deceiving,2
convincing,2
anxiously,2
shrewd,2
wherefore,2
hitting,2
behalf,2
shifty,2
contending,2
isle,2
sneezed,2
suitors—the,2
woodland,2
cliffs,2
steep,2
84,2
key,2
earn,2
117,2
rulers,2
upholds,2
hates,2
mend,2
amuse,2
pillars,2
asunder,2
foggy,2
recognising,2
punishes,2
161,2
whereupon,2
simple,2
timber,2
faster,2
loudly,2
instinctive,2
sin,2
examined,2
“cease,2
apartment,2
hideous,2
cyclops’,2
hiss,2
apartments,2
healer,2
object,2
devoted,2
pester,2
idiot,2
steam,2
“suitors,2
ms,2
encouraged,2
thrust,2
lent,2
planed,2
gut,2
swallow,2
‘cyclops,2
plausibly,2
abandoned,2
centre,2
filthy,2
plans,2
parted,2
fright,2
wrinkles,2
worry,2
bellies,2
frowning,2
121,2
nodding,2
122,2
forgo,2
constantly,2
move,2
manhood,2
inferior,2
importunity,2
plague,2
“holding,2
besmirched,2
patiently,2
robbers,2
foe,2
schemed,2
accounted,2
attacking,2
reply,2
ails,2
terms,2
marginal,2
gore,2
indulging,2
directed,2
abounding,2
eased,2
“great,2
slay,2
boughs,2
pool,2
lighter,2
flowing,2
nose,2
107,2
exist,2
87,2
slew,2
spake,2
waking,2
groves,2
confidence,2
miller,2
secure,2
spell,2
scream,2
pigstye,2
“sirs,2
fared,2
addressing,2
farewell,2
109,2
toward,2
halls,2
sicels,2
silly,2
‘father,2
fruitful,2
labours,2
poseidon,2
separately,2
raged,2
homewards,2
complaints,2
joints,2
untold,2
hearty,2
crushed,2
brimstone,2
severe,2
rises,2
rush,2
wretches,2
gulls,2
deprived,2
lowing,2
propped,2
rams,2
ally,2
surrounding,2
106,2
unman,2
strikes,2
110,2
maidservants,2
subjection,2
overarching,2
heretofore,2
edgeways,2
throned,2
assuredly,2
naiads,2
likewise,2
rent,2
113,2
85,2
flaws,2
fathom,2
glutton,2
pasture,2
hapless,2
threats,2
contrary,2
whomsoever,2
dense,2
immoderately,2
shroud,2
loading,2
speared,2
cries,2
fawned,2
absurdly,2
86,2
malicious,2
hey,2
“with,2
hermes,2
slung,2
sigh,2
sheet,2
soundly,2
slayer,2
149,2
111,2
homes,2
prevailed,2
merman,2
unfastened,2
peacefully,2
star,2
resounds,2
heralds,2
‘there,2
price,2
weave,2
“stockman,2
158,2
112,2
gloom,2
apollo’s,2
dislike,2
honourable,2
outlines,2
aegadean,2
passenger,2
herbs,2
sican,2
ephyra,2
poison,2
ilus,2
133,2
conviction,2
excellently,2
workmanlike,2
wicker,2
wounds,2
τοι,2
afterthought,2
marrying,2
γ’,2
ὦς,2
εὶπὼν,2
bolts,2
bored,2
21,2
jeering,2
drinks,2
befallen,2
distinction,2
shallow,2
starred,2
rank,2
founded,2
neighbouring,2
casks,2
chests,2
bright,2
“had,2
disappears,2
reeled,2
pitiable,2
discretion,2
levanzo,2
18,2
blest,2
inherit,2
tremendous,2
7,2
stirred,2
κατ’,2
delay,2
wonderfully,2
caressed,2
ἀγορήσατο,2
μετέειπεν,2
horseman,2
veins,2
advising,2
refreshed,2
coward,2
deiphobus,2
anticlus,2
clapped,2
it—for,2
ἄρ’,2
beams,2
visited,2
insists,2
ploughed,2
yielded,2
iasion,2
evenor,2
forecourt,2
goings,2
trembled,2
flatter,2
φρονέων,2
“goddess,2
ἐὺ,2
ἔζετο,2
pomp,2
53,2
seasoned,2
τοῖσι,2
pine,2
ἀνέστη,2
largest,2
disguise,2
ὄς,2
infancy,2
suited,2
vide,2
sworn,2
delayed,2
waist,2
lamentation,2
fabric,2
gossamer,2
retired,2
σφιν,2
awaits,2
hoped,2
52,2
foam,2
“fall,2
earthquake,2
8,2
descended,2
loin,2
plates,2
mediterranean,2
visits,2
plundered,2
40,2
crowning,2
exhausted,2
hoisted,2
embellishments,2
socket,2
185,2
22,2
sun’s,2
dorian,2
secretly,2
murdered,2
rotting,2
cloth,2
guilds,2
“nausicaa,2
351,2
shy,2
juicy,2
hoofs,2
lordly,2
cruse,2
implying,2
di,2
bachelors,2
bustling,2
oats,2
respectively,2
beats,2
cisterns,2
leaned,2
furled,2
arrived,2
robes,2
quantities,2
moodily,2
legend,2
referring,2
495,2
bounteous,2
unblended,2
identifiable,2
thundering,2
band,2
earshot,2
deliver,2
completeness,2
ahead,2
yarn,2
charged,2
6,2
“jutland”,2
—but,2
magnificently,2
watched,2
measures,2
shameless,2
rode,2
whirlwind,2
rear,2
detaining,2
ventured,2
“bless,2
receiving,2
roar,2
supplies,2
enveloped,2
cargo,2
furnished,2
loathing,2
phronius,2
plunged,2
μέγαρα,2
inwardly,2
afforded,2
hears,2
spit,2
phylo,2
declared,2
egyptian,2
“fear,2
richest,2
be—for,2
shelving,2
tripods,2
scheming,2
wit,2
despairingly,2
ride,2
pretence,2
feat,2
taygetus,2
17,2
below,2
46,2
beating,2
intercalated,2
101,2
hand—not,2
comeliness,2
aegyptius,2
counting,2
shout,2
flight,2
100,2
eurynomus,2
instinctively,2
foals,2
eagles,2
approaching,2
brood,2
padua,2
bursting,2
creditable,2
erinyes,2
16,2
tearing,2
relief,2
audience,2
foretold,2
dried,2
jaws,2
bought,2
whichever,2
countrymen,2
seal,2
refer,2
household,2
skinned,2
him—one,2
prophesying,2
ancient,2
dears,2
existing,2
14,2
accord,2
pre,2
brewing,2
baby,2
sensibility,2
herald,2
ringleaders,2
villainy,2
delightful,2
trident,2
split,2
disgraced,2
undoing,2
torchlight,2
promontory,2
foreland,2
alternative,2
paris,2
slip,2
horsemen,2
levelled,2
awaiting,2
councils,2
butchering,2
vxiii,2
remedy,2
“authoress,2
sings,2
hail,2
hawk,2
rhadamanthus,2
planctae,2
spreading,2
treatment,2
48,2
discs,2
alcmena,2
49,2
convened,2
aggrieved,2
sicilian,2
tyro,2
phaedimus,2
accomplishments,2
47,2
rim,2
leader,2
vulcan’s,2
hindered,2
pestering,2
exchange,2
airs,2
banquets,2
recklessness,2
suitable,2
gyrae,2
unweariable,2
preparing,2
cowards,2
cedar,2
chattering,2
starved,2
cypress,2
26,2
poplar,2
ἰστοπέδη,2
corruption,2
skewer,2
catching,2
applaud,2
songs,2
preach,2
flies,2
swooped,2
ordering,2
clamorous,2
‘stranger,2
‘it,2
vying,2
meadowed,2
50,2
inches,2
weal,2
bards,2
breeze,2
stiff,2
usurp,2
hind,2
λιπὼν,2
grassy,2
περικαλλέα,2
them—and,2
breaks,2
wrestled,2
sorrowful,2
reminds,2
philomeleides,2
govern,2
cheered,2
him—if,2
prevaricate,2
footnote,2
51,2
herbage,2
“mother,2
unconscious,2
cerebration,2
“ithaca,2
“‘stranger,2
ops,2
fuel,2
troublesome,2
pulling,2
196,2
prophecyings,2
coincidence,2
seize,2
bereft,2
huntsmen,2
you—and,2
toils,2
adding,2
speeches,2
overpowered,2
12,2
273,2
thole,2
tighter,2
phocaean,2
“having,2
seldom,2
falling,2
sunshine,2
faith,2
rumour,2
decide,2
288,2
neptune’s,2
snare,2
formal,2
“did,2
spunging,2
reckon,2
day’s,2
327,2
suspecting,2
bluster,2
suit,2
murdering,2
chide,2
thin,2
obviously,2
44,2
ambush,2
tremble,2
riches,2
uninvited,2
count,2
drying,2
suggestion,2
stratius,2
blossoms,2
aretus,2
“make,2
harassed,2
loyal,2
skilful,2
glorified,2
plainness,2
hyacinth,2
ravenously,2
curls,2
soften,2
goldsmith,2
omitted,2
haply,2
“young,2
covenant,2
perseus,2
“rise,2
errands,2
‘who,2
ravens,2
corvi_,2
254,2
255,2
349,2
πλωτῇ,2
vagabond,2
natured,2
begun,2
scandal,2
acquainted,2
dei,2
_ruccazzù,2
paved,2
echephron,2
shipwreck,2
foreigners,2
anvil,2
scampered,2
reins,2
resemble,2
accordingly,2
character,2
33,2
27,2
pouring,2
buttmann,2
duly,2
pronged,2
honeyed,2
alpheus,2
joining,2
saluting,2
handing,2
34,2
propitiate,2
thereafter,2
layers,2
sounding,2
necessity,2
girls,2
normal,2
“stay,2
seek,2
festival,2
foreigner,2
prosperity,2
“nestor,2
wrapped,2
boldly,2
rovers,2
dubious,2
endure,2
screamed,2
55,2
tossing,2
ages,2
difference,2
126,2
grain,2
hour,2
forwards,2
provided,2
spin,2
wooers,2
scoundrels,2
mill,2
tamely,2
289,2
submit,2
hereabouts,2
persons,2
stretching,2
woven,2
phaestus,2
remind,2
helm,2
elsewhither,2
enlarged,2
incessant,2
ripens,2
crows,2
editor,2
bracketed,2
omitting,2
olives,2
figs,2
apples,2
weaving,2
pomegranates,2
cajoled,2
painless,2
shafts,2
reasons,2
acres,2
arts,2
expressly,2
fashioned,2
fearful,2
eurymedusa,2
euboea,2
stormy,2
chios,2
absurdity,2
corresponding,2
rested,2
lightly,2
manifest,2
plotted,2
convince,2
“which,2
9,2
sunset,2
vex,2
gild,2
advised,2
periboea,2
boat,2
29,2
rhexenor,2
philoctetes,2
eighth,2
bane,2
celebrated,2
31,2
streets,2
travelling,2
fool’s,2
neoptolemus,2
greet,2
honours,2
reserve,2
“therefore,2
diomed,2
58,2
jutted,2
haired,2
assembled,2
213,2
tune,2
38,2
pylian,2
“will,2
236,2
exulting,2
darted,2
35,2
additional,2
summits,2
preventing,2
meadows,2
naked,2
higher,2
topmost,2
reigning,2
reference,2
glittering,2
333,2
kinsmen,2
imperishable,2
liberal,2
crowded,2
assured,2
abominably,1
differently,1
534,1
motioned,1
wanton,1
propitious,1
“impudent,1
marvel,1
ed,1
82,1
epic,1
asteria,1
motya,1
tenses,1
beware,1
533,1
aglow,1
firebrand,1
spying,1
rail,1
crossbeams,1
emptied,1
containing,1
jeered,1
lapse,1
icmalius,1
scrolls,1
“donkeys,1
242,1
flaming,1
consume,1
entry,1
compatriots,1
artisans,1
stools,1
enmity,1
kick,1
serving,1
1834,1
recklessly,1
slides,1
invent,1
dangling,1
problem,1
stratagems,1
shaped,1
maltreated,1
grossly,1
sights,1
betrayed,1
handed—i,1
marauders,1
islands—dulichium,1
blameless,1
instruct,1
revealed,1
righteousness,1
benedictine,1
l,1
monarch,1
authoress’s,1
yields,1
woman—fair,1
virtues,1
“more’s,1
increase,1
ash,1
heaviness,1
person’s,1
complaining,1
anyhow,1
superintend,1
restrained,1
immeasurably,1
radiance,1
jug,1
steel,1
property—and,1
allies,1
asserting,1
sought,1
nausicaa’s,1
frag,1
ἰστοπέδαν,1
lilybaean,1
mulius,1
ringing,1
youths,1
awed,1
sophocles’,1
ideas,1
attempting,1
attach,1
strait,1
drag,1
‘maidens,1
temples—you,1
marathon,1
halt,1
people—brooding,1
collect,1
head—for,1
wolds,1
shoes,1
longest—give,1
nod,1
scythe,1
mow,1
mowing,1
tawny,1
mated,1
acre,1
straighter,1
pulley,1
pleasant,1
decently,1
armour—ulysses,1
phoca,1
502,1
356,1
dares,1
peasants,1
altogether,1
“shall,1
loaf,1
bolted,1
fledged,1
stale,1
recently,1
coins,1
“seal,1
crooked,1
pressure,1
chrysostom,1
exists,1
lamp,1
mainland—the,1
177,1
357,1
lexicon,1
interpolated,1
penelope—euryclea,1
coasts,1
warrant,1
abuse,1
engaged,1
recorded,1
incident,1
_isola,1
gross,1
washes,1
poetess,1
fulfil,1
write,1
60,1
grande_,1
imposition,1
leg—penelope,1
beckoned,1
budge,1
chafes,1
famille,1
pin,1
magnates,1
device,1
spotted,1
final,1
paws,1
pricked,1
strangling,1
onion,1
deeply,1
cravings,1
en,1
merge,1
equals,1
hardened,1
loitering,1
curly,1
inconceivable,1
“piraeus,1
“goat”,1
insurrection,1
1848,1
dwelt,1
austrian,1
pursued,1
“sacred,1
pocket,1
leisure,1
lack,1
wrangler,1
safer,1
test,1
recollect,1
swineherd’s,1
277,1
interpolate,1
route,1
prescribed,1
hotly,1
robbing,1
62,1
colonising,1
mightiest,1
604,1
midway,1
sonza,1
malizia,1
thievishness,1
260,1
feathers,1
rascality,1
mentions,1
indisputable,1
uncivil,1
superior,1
sex,1
squalid,1
righteous,1
“amber,1
deals,1
582,1
606,1
so—that,1
39,1
me—making,1
cypria,1
188,1
refers,1
189,1
route”,1
41,1
extravagance,1
genuine,1
detested,1
royal,1
mention,1
guilty,1
disfigure,1
longmans,1
merges,1
producing,1
wily,1
police,1
tries,1
hip,1
amnisus,1
77,1
cnossus,1
conference,1
tail,1
776,1
refuge,1
unfair,1
aethon,1
500,1
repeating,1
ilithuia,1
triumph,1
survivor,1
contiguous,1
fleas,1
locate,1
341,1
platters,1
“belonged,1
pelasgi,1
despite,1
dorians,1
ravages,1
connection,1
formiche,1
froude,1
notwithstanding,1
from—for,1
way”,1
brothers—for,1
45,1
costs,1
exiles,1
“fountain,1
ninety,1
languages,1
distasteful,1
overlap,1
eteocretans,1
340,1
placing,1
cur,1
footsteps,1
fawning,1
salone,1
colossal,1
donatello’s,1
people—gadding,1
wastes,1
heaps,1
breathed,1
thawed,1
subscriptions,1
noticing,1
drepanum,1
magazine”,1
neglected,1
bank,1
conditioned,1
hares,1
infer,1
sarcastic—meaning,1
years’,1
embraced,1
“grieving,1
1839,1
adopting,1
confederates,1
“children,1
63,1
sheepskin,1
“longman’s,1
unfriendly,1
“champing,1
ironical,1
week,1
fiction—it,1
stable,1
cow,1
senior,1
ἰστοπόδη,1
thirteenth,1
alcaeus,1
cudgel,1
mutilated,1
wanderings,1
91,1
deems,1
urges,1
frosty,1
drubbing,1
wretchedly,1
deities,1
explanation,1
beck,1
kisses,1
loins,1
remaining,1
compared,1
baring,1
stalwart,1
tie,1
significance,1
bully,1
irrepressible,1
god—and,1
tusks,1
cavalca,1
hymn,1
rides”,1
obtaining,1
quarreled,1
bene”,1
“light,1
joke,1
ragged,1
biaggini,1
scent,1
pull,1
signor,1
”146,1
classes—the,1
goats’,1
paunches,1
sly,1
eat—and,1
wayfarers,1
westerly,1
islands—marettimo,1
doubtful,1
hailed,1
goat’s,1
93,1
melanthius—he,1
loaves,1
pledging,1
proposed,1
offends,1
“amphinomus,1
ionian,1
patroclus—which,1
indication,1
vainest,1
malmesbury’s,1
intelligible,1
